id,date,time,dayID,hour,recordInDay,plantPower,plantIrradiance,plantTemperature,weatherCloudCover,weatherDewPoint,weatherHumidity,weatherPressure,weatherTemperature,weatherWindBearing,weatherWindSpeed
6246,24-11-12,15:00,329,15,14,249,400,18,0.31,12.17,0.78,1021.57,15,12,2.43
6247,24-11-12,16:00,329,16,15,0,0,9,0.15,12.21,0.91,1021.57,16,8,3.25
6248,24-11-12,17:00,329,17,16,217,275,16,0.15,11.87,0.92,1021.57,15,357,2.3
6249,24-11-12,18:00,329,18,17,0,0,9,0.31,11.14,0.93,1022.03,15,280,1.11
6250,24-11-12,19:00,329,19,18,0,0,9,0.31,10.13,0.91,1022.03,14,278,2.06
6251,24-11-12,20:00,329,20,19,9,24,12,0.31,9.1,0.89,1022.03,14,259,2.18
6252,25-11-12,2:00,330,2,1,42,81,8,0,6.69,0.89,1022.435,0,241,2.87
6253,25-11-12,3:00,330,3,2,0,0,7,0.13,6.92,0.9,1022.84,0,251,2.9
6254,25-11-12,4:00,330,4,3,0,0,11,0,6.78,0.88,1022.84,0,255,2.66
6255,25-11-12,5:00,330,5,4,451,768,24,0.18,8.05,0.9,1022.84,0,252,2.77
6256,25-11-12,6:00,330,6,5,338,642,22,0.29,6.19,0.92,1022.63,0,254,2.03
6257,25-11-12,7:00,330,7,6,0,0,11,0.07,7.53,0.94,1022.63,0,247,2.24
6258,25-11-12,8:00,330,8,7,0,0,7,0.07,10.24,0.89,1022.63,-1,232,1.4
6259,25-11-12,9:00,330,9,8,205,291,12,0.31,11.96,0.82,1022.31,-1,226,0.64
6260,25-11-12,10:00,330,10,9,227,410,21,0.31,11.98,0.77,1022.31,17,277,1.2
6261,25-11-12,11:00,330,11,10,416,519,21,0.31,12.5,0.75,1022.31,17,88,1.95
6262,25-11-12,12:00,330,12,11,0,0,11,0.47,12.37,0.76,1020.65,21,96,1.18
6263,25-11-12,13:00,330,13,12,0,0,6,0.31,12.44,0.74,1020.65,18,96,1.73
6264,25-11-12,14:00,330,14,13,4,21,15,0.31,12.5,0.75,1020.65,19,91,1.08
6265,25-11-12,15:00,330,15,14,114,225,19,0.31,12.14,0.79,1019.9,15,125,1.48
6266,25-11-12,16:00,330,16,15,0,0,8,0.22,11.51,0.86,1019.9,16,170,1.25
6267,25-11-12,17:00,330,17,16,0,0,11,0.03,10.92,0.9,1019.9,15,205,1.31
6268,25-11-12,18:00,330,18,17,0,0,10,0.18,10.39,0.91,1020.97,11,196,1.37
6269,25-11-12,19:00,330,19,18,356,481,17,0.19,9.98,0.95,1020.97,11,267,1.76
6270,25-11-12,20:00,330,20,19,118,189,18,0.15,8.97,0.91,1020.97,11,228,1.9
6271,26-11-12,2:00,331,2,1,0,0,10,0,9.16,0.97,1020.97,0,276,2
6272,26-11-12,3:00,331,3,2,387,513,18,0.13,8.56,0.96,1020.97,0,277,2.29
6273,26-11-12,4:00,331,4,3,223,318,13,0.15,8.44,0.96,1020.97,0,282,2.03
6274,26-11-12,5:00,331,5,4,463,651,21,0.15,7.33,0.94,1020.97,0,281,2.1
6275,26-11-12,6:00,331,6,5,493,720,21,0,7.04,0.96,1021.01,0,238,1.79
6276,26-11-12,7:00,331,7,6,0,0,11,0.24,7.81,0.95,1021.01,0,235,1.97
6277,26-11-12,8:00,331,8,7,121,254,19,0.31,10.29,0.9,1021.01,-1,252,1.79
6278,26-11-12,9:00,331,9,8,3,28,14,0.36,11.61,0.88,1020.57,-1,204,1.97
6279,26-11-12,10:00,331,10,9,0,0,9,0.31,12.64,0.85,1020.57,17,261,1.65
6280,26-11-12,11:00,331,11,10,431,629,22,0.29,11.98,0.76,1020.57,17,119,0.62
6281,26-11-12,12:00,331,12,11,43,89,9,0.38,11.46,0.73,1018.83,18,143,1.34
6282,26-11-12,13:00,331,13,12,0,0,9,0.31,11.23,0.69,1018.83,17,100,1.84
6283,26-11-12,14:00,331,14,13,0,0,11,0.31,11.73,0.75,1018.83,19,113,2.7
6284,26-11-12,15:00,331,15,14,0,0,11,0.31,12.11,0.83,1017.82,14,158,2.67
6285,26-11-12,16:00,331,16,15,0,0,11,0.31,11.21,0.86,1017.82,16,177,1.51
6286,26-11-12,17:00,331,17,16,0,0,8,0.31,11.36,0.91,1017.82,15,186,2
6287,26-11-12,18:00,331,18,17,445,586,21,0.45,10.93,0.93,1017.76,11,193,2.88
6288,26-11-12,19:00,331,19,18,309,477,21,0.54,10.72,0.93,1017.76,12,240,1.68
6289,26-11-12,20:00,331,20,19,0,0,12,0.46,10.77,0.92,1017.76,11,237,1.74
6290,27-11-12,2:00,332,2,1,0,0,13,0.27,9.57,0.95,1016.755,0,225,2.68
6291,27-11-12,3:00,332,3,2,39,65,15,0.27,9.49,0.96,1015.75,0,200,2.31
6292,27-11-12,4:00,332,4,3,322,345,19,0.27,9.43,0.96,1015.75,0,223,2.34
6293,27-11-12,5:00,332,5,4,0,0,12,0.56,9.29,0.97,1015.75,0,73,0.61
6294,27-11-12,6:00,332,6,5,0,0,13,0.06,9.15,0.97,1015.08,0,202,2.15
6295,27-11-12,7:00,332,7,6,0,1,12,0.06,10.84,0.95,1015.08,0,228,1.1
6296,27-11-12,8:00,332,8,7,140,212,18,0.18,11.06,0.88,1015.08,-1,231,0.51
6297,27-11-12,9:00,332,9,8,94,146,17,0.06,11.98,0.85,1014.93,-1,186,1.91
6298,27-11-12,10:00,332,10,9,0,0,10,0.31,11.72,0.8,1014.93,20,192,2.07
6299,27-11-12,11:00,332,11,10,316,426,19,0.31,12.02,0.76,1014.93,19,181,2.01
6300,27-11-12,12:00,332,12,11,321,411,17,0.31,11.09,0.71,1013.31,18,158,3.05
6301,27-11-12,13:00,332,13,12,199,306,13,0.31,11.31,0.74,1013.31,17,180,2.76
6302,27-11-12,14:00,332,14,13,0,0,10,0.31,11.73,0.76,1013.31,15,162,2.91
6303,27-11-12,15:00,332,15,14,0,0,10,0.77,11.75,0.84,1012.58,14,170,2.48
6304,27-11-12,16:00,332,16,15,46,93,10,0.31,10.99,0.84,1012.58,13,162,1.28
6305,27-11-12,17:00,332,17,16,3,9,14,0.67,11.44,0.89,1012.58,12,194,2.32
6306,27-11-12,18:00,332,18,17,0,0,13,0.77,11.56,0.9,1012.12,12,176,2.75
6307,27-11-12,19:00,332,19,18,335,524,20,0.67,10.63,0.86,1012.12,13,201,1.66
6308,27-11-12,20:00,332,20,19,0,0,11,0.31,11.31,0.87,1012.12,13,216,1.99
6309,28-11-12,2:00,333,2,1,109,155,20,0.31,13.29,0.9,1009.875,-1,204,3
6310,28-11-12,3:00,333,3,2,0,0,14,0.76,13.63,0.94,1007.63,-1,171,2.7
6311,28-11-12,4:00,333,4,3,0,0,15,0.31,14.15,0.88,1007.63,-1,180,2.8
6312,28-11-12,5:00,333,5,4,144,254,20,0.42,13.11,0.91,1007.63,-1,170,1.55
6313,28-11-12,6:00,333,6,5,0,0,16,0.86,14.64,0.89,1005.03,-1,174,8.46
6314,28-11-12,7:00,333,7,6,0,1,17,0.74,15.79,0.89,1005.03,-1,161,8.18
6315,28-11-12,8:00,333,8,7,49,67,17,0.52,15.71,0.88,1005.03,-1,155,8.23
6316,28-11-12,9:00,333,9,8,0,0,15,0.7,15.88,0.89,1003.65,-1,150,10.49
6317,28-11-12,10:00,333,10,9,6,38,17,0.55,15.77,0.87,1003.65,18,140,7.59
6318,28-11-12,11:00,333,11,10,0,0,16,0.63,16.21,0.88,1003.65,19,146,9.4
6319,28-11-12,12:00,333,12,11,0,0,15,0.67,16.59,0.87,999.53,20,161,11.12
6320,28-11-12,13:00,333,13,12,0,0,15,0.52,16.89,0.87,999.53,20,168,8.51
6321,28-11-12,14:00,333,14,13,93,153,17,0.47,16.62,0.85,999.53,19,164,10.39
6322,28-11-12,15:00,333,15,14,31,53,17,0.56,16.36,0.83,996.39,18,166,11.27
6323,28-11-12,16:00,333,16,15,103,130,18,0.55,16.55,0.87,996.39,18,175,9.97
6324,28-11-12,17:00,333,17,16,44,89,19,0.49,15.01,0.81,996.39,17,173,8.53
6325,28-11-12,18:00,333,18,17,0,7,18,0.62,15.54,0.87,996.64,16,174,9.99
6326,28-11-12,19:00,333,19,18,0,1,18,0.61,15.31,0.89,996.64,14,185,6.82
6327,28-11-12,20:00,333,20,19,174,208,19,0.31,13.23,0.85,996.64,15,209,3.93
6328,29-11-12,2:00,334,2,1,438,582,15,0.31,10.16,0.86,997.17,0,210,4.92
6329,29-11-12,3:00,334,3,2,43,138,13,0.23,10.11,0.85,997.7,0,201,3.19
6330,29-11-12,4:00,334,4,3,0,0,10,0.31,9.59,0.85,997.7,0,227,3.11
6331,29-11-12,5:00,334,5,4,0,0,11,0.31,9.52,0.82,997.7,0,225,3.14
6332,29-11-12,6:00,334,6,5,0,0,11,0.31,8.86,0.77,997.96,0,216,3.06
6333,29-11-12,7:00,334,7,6,422,402,16,0.31,7.41,0.76,997.96,0,233,3.63
6334,29-11-12,8:00,334,8,7,0,0,11,0.31,6.53,0.7,997.96,-1,205,3
6335,29-11-12,9:00,334,9,8,0,0,8,0.31,7.17,0.64,998.11,-1,202,2.48
6336,29-11-12,10:00,334,10,9,0,0,10,0.31,7.26,0.63,998.11,15,211,6.09
6337,29-11-12,11:00,334,11,10,0,0,10,0.31,6.06,0.55,998.11,17,206,5.85
6338,29-11-12,12:00,334,12,11,125,211,11,0.31,7.13,0.59,997.49,17,206,5.35
6339,29-11-12,13:00,334,13,12,13,35,10,0.31,7.1,0.61,997.49,15,204,5.57
6340,29-11-12,14:00,334,14,13,273,532,17,0.31,7.04,0.61,997.49,17,201,3.59
6341,29-11-12,15:00,334,15,14,5,15,12,0.31,7.92,0.69,997.56,17,180,3.64
6342,29-11-12,16:00,334,16,15,201,392,15,0.31,8.58,0.74,997.56,16,206,3.82
6343,29-11-12,17:00,334,17,16,455,644,17,0.31,8.93,0.8,997.56,15,188,3.32
6344,29-11-12,18:00,334,18,17,0,0,11,0.31,8.73,0.78,997.93,11,189,4.24
6345,29-11-12,19:00,334,19,18,290,480,15,0.31,9.13,0.79,997.93,11,199,6.96
6346,29-11-12,20:00,334,20,19,0,0,9,0.31,8.44,0.78,997.93,10,188,4.59
6347,30-11-12,2:00,335,2,1,0,0,10,0.31,7.23,0.79,998.695,0,197,3.29
6348,30-11-12,3:00,335,3,2,221,251,16,0.56,7.66,0.78,999.46,0,187,4.27
6349,30-11-12,4:00,335,4,3,221,321,13,0.31,7.26,0.79,999.46,0,205,2.59
6350,30-11-12,5:00,335,5,4,0,0,8,0.31,7.36,0.79,999.46,0,215,3.05
6351,30-11-12,6:00,335,6,5,0,0,7,0.56,7.03,0.78,1000.43,0,196,4.16
6352,30-11-12,7:00,335,7,6,495,569,17,0.31,6.94,0.74,1000.43,0,211,3.5
6353,30-11-12,8:00,335,8,7,0,0,11,0.31,7.92,0.73,1000.43,-1,208,2.8
6354,30-11-12,9:00,335,9,8,439,620,17,0.47,6.94,0.61,1002.05,-1,200,5.75
6355,30-11-12,10:00,335,10,9,0,0,10,0.31,6.18,0.58,1002.05,17,217,6.68
6356,30-11-12,11:00,335,11,10,0,0,11,0.31,6.21,0.54,1002.05,17,196,6.42
6357,30-11-12,12:00,335,12,11,371,445,15,0.49,5.33,0.5,1001.34,16,199,6.37
6358,30-11-12,13:00,335,13,12,483,670,17,0.31,6.96,0.59,1001.34,18,224,5.04
6359,30-11-12,14:00,335,14,13,62,102,14,0.31,6.85,0.62,1001.34,17,224,2.19
6360,30-11-12,15:00,335,15,14,39,98,11,0.66,7.09,0.68,1002.13,17,212,2.37
6361,30-11-12,16:00,335,16,15,0,0,10,0.35,7.02,0.73,1002.13,16,233,1.86
6362,30-11-12,17:00,335,17,16,0,0,11,0.35,7.29,0.75,1002.13,15,275,2.18
6363,30-11-12,18:00,335,18,17,0,5,11,0.6,6.73,0.76,1003.3,15,211,1.54
6364,30-11-12,19:00,335,19,18,0,0,11,0.56,6.42,0.8,1003.3,14,194,2.49
6365,30-11-12,20:00,335,20,19,15,30,13,0.59,6.05,0.83,1003.3,14,211,3.06
6366,01-12-12,2:00,336,2,1,55,114,15,0.31,3.83,0.82,1005.21,0,210,1.03
6367,01-12-12,3:00,336,3,2,0,0,7,0,4.03,0.84,1007.12,0,191,0.67
6368,01-12-12,4:00,336,4,3,0,0,11,0.31,3.53,0.84,1007.12,0,238,2.43
6369,01-12-12,5:00,336,5,4,0,0,11,0.31,3.59,0.83,1007.12,0,254,2.78
6370,01-12-12,6:00,336,6,5,395,516,18,0.46,3.49,0.83,1008.19,0,222,2.4
6371,01-12-12,7:00,336,7,6,391,643,17,0.49,5.32,0.82,1008.19,0,248,2.24
6372,01-12-12,8:00,336,8,7,362,421,19,0.31,7.06,0.8,1008.19,-1,210,1.71
6373,01-12-12,9:00,336,9,8,397,524,15,0.31,7.41,0.68,1009.09,-1,200,2.51
6374,01-12-12,10:00,336,10,9,0,0,11,0.37,7.79,0.65,1009.09,10,164,1.46
6375,01-12-12,11:00,336,11,10,400,596,19,0.31,7.34,0.59,1009.09,11,191,1.28
6376,01-12-12,12:00,336,12,11,0,0,6,0.31,6.68,0.57,1008.79,11,186,2.39
6377,01-12-12,13:00,336,13,12,0,0,7,0.31,7.42,0.58,1008.79,11,79,1.19
6378,01-12-12,14:00,336,14,13,0,0,7,0.47,7.39,0.59,1008.79,15,142,3.06
6379,01-12-12,15:00,336,15,14,34,81,8,0.53,8.3,0.71,1009.34,12,173,2.57
6380,01-12-12,16:00,336,16,15,197,313,12,0.5,8.01,0.76,1009.34,11,179,1.93
6381,01-12-12,17:00,336,17,16,236,370,17,0.31,7.58,0.78,1009.34,11,178,1.53
6382,01-12-12,18:00,336,18,17,2,9,12,0.31,7.68,0.84,1010.26,11,201,1.69
6383,01-12-12,19:00,336,19,18,0,0,10,0.31,7.67,0.86,1010.26,10,219,1.4
6384,01-12-12,20:00,336,20,19,0,0,9,0.31,7.58,0.9,1010.26,9,239,1.81
6385,02-12-12,2:00,337,2,1,63,98,13,0.31,5.89,0.9,1009.865,0,228,2.2
6386,02-12-12,3:00,337,3,2,24,58,13,0.16,5.66,0.86,1009.47,0,208,1.35
6387,02-12-12,4:00,337,4,3,0,0,10,0.31,5.96,0.87,1009.47,0,225,1.39
6388,02-12-12,5:00,337,5,4,0,0,9,0.31,5.98,0.85,1009.47,0,265,2.59
6389,02-12-12,6:00,337,6,5,0,0,10,0.31,6.62,0.88,1008.49,0,262,2.15
6390,02-12-12,7:00,337,7,6,468,655,17,0.31,7.1,0.85,1008.49,0,276,2.53
6391,02-12-12,8:00,337,8,7,0,0,11,0.31,7.79,0.85,1008.49,-1,258,2.37
6392,02-12-12,9:00,337,9,8,429,658,19,0.31,8.42,0.74,1007.62,-1,240,2.62
6393,02-12-12,10:00,337,10,9,0,0,10,0.31,7.94,0.67,1007.62,10,223,2.91
6394,02-12-12,11:00,337,11,10,0,0,10,0.31,7.62,0.63,1007.62,11,241,3.59
6395,02-12-12,12:00,337,12,11,497,702,18,0.31,7.73,0.63,1006.14,11,211,3.95
6396,02-12-12,13:00,337,13,12,0,0,10,0.31,7.42,0.62,1006.14,13,232,4.05
6397,02-12-12,14:00,337,14,13,0,0,10,0.31,7.51,0.65,1006.14,13,217,3.22
6398,02-12-12,15:00,337,15,14,20,44,10,0.31,8.16,0.73,1005.06,12,202,2.54
6399,02-12-12,16:00,337,16,15,3,12,10,0.42,7.49,0.75,1005.06,11,241,2.97
6400,02-12-12,17:00,337,17,16,274,417,17,0.42,7.33,0.78,1005.06,11,220,2.79
6401,02-12-12,18:00,337,18,17,364,479,15,0.6,7.17,0.79,1004.8,9,229,2.54
6402,02-12-12,19:00,337,19,18,0,0,11,0.56,7.08,0.8,1004.8,10,238,2.83
6403,02-12-12,20:00,337,20,19,0,4,12,0.59,6.83,0.77,1004.8,10,246,3.74
6404,03-12-12,2:00,338,2,1,0,0,8,0.31,5.38,0.82,1004.85,0,216,2.98
6405,03-12-12,3:00,338,3,2,0,0,7,0.18,5.82,0.84,1004.9,0,237,3.29
6406,03-12-12,4:00,338,4,3,86,96,6,0.31,5.98,0.84,1004.9,0,232,3.65
6407,03-12-12,5:00,338,5,4,306,547,6,0.31,5.55,0.83,1004.9,0,228,2.63
6408,03-12-12,6:00,338,6,5,104,140,6,0.31,5.38,0.83,1003.97,0,231,2.86
6409,03-12-12,7:00,338,7,6,290,381,8,0.31,5.17,0.82,1003.97,0,274,5.79
6410,03-12-12,8:00,338,8,7,112,213,7,0.31,4.76,0.81,1003.97,0,281,6.91
6411,03-12-12,9:00,338,9,8,511,655,8,0.31,4.25,0.78,1004.99,0,295,10.04
6412,03-12-12,10:00,338,10,9,0,0,5,0.31,3.63,0.75,1004.99,8,298,10.2
6413,03-12-12,11:00,338,11,10,3,10,5,0.31,2.73,0.67,1004.99,8,311,8.94
6414,03-12-12,12:00,338,12,11,0,0,5,0.31,1.96,0.62,1006.54,9,318,10.76
6415,03-12-12,13:00,338,13,12,0,0,5,0.31,2.19,0.64,1006.54,8,326,11.08
6416,03-12-12,14:00,338,14,13,0,0,7,0.31,2.51,0.67,1006.54,11,306,11.04
6417,03-12-12,15:00,338,15,14,3,7,6,0.31,2.14,0.7,1009.81,11,317,9.5
6418,03-12-12,16:00,338,16,15,0,0,5,0.31,2.28,0.76,1009.81,10,306,8.59
6419,03-12-12,17:00,338,17,16,365,514,9,0.31,2.54,0.78,1009.81,5,317,8.81
6420,03-12-12,18:00,338,18,17,0,0,8,0.23,1.93,0.72,1012.29,5,322,7.48
6421,03-12-12,19:00,338,19,18,0,0,5,0.31,1.77,0.72,1012.29,5,309,6.76
6422,03-12-12,20:00,338,20,19,409,503,8,0.31,2.16,0.75,1012.29,5,325,7.22
6423,04-12-12,2:00,339,2,1,0,0,2,0.31,-2.36,0.63,1013.745,0,229,2.17
6424,04-12-12,3:00,339,3,2,0,0,3,0.13,-2.82,0.62,1015.2,0,263,3.51
6425,04-12-12,4:00,339,4,3,26,93,2,0.31,-3.57,0.61,1015.2,0,310,3.36
6426,04-12-12,5:00,339,5,4,160,225,14,0.31,-3.92,0.63,1015.2,0,252,3.62
6427,04-12-12,6:00,339,6,5,368,443,16,0.03,-3.17,0.7,1014.47,0,239,1.66
6428,04-12-12,7:00,339,7,6,187,270,15,0.31,-2.19,0.67,1014.47,0,243,2.39
6429,04-12-12,8:00,339,8,7,0,0,11,0.31,-1.57,0.53,1014.47,0,236,2.17
6430,04-12-12,9:00,339,9,8,437,627,14,0.24,-1.59,0.46,1012.65,0,210,2.74
6431,04-12-12,10:00,339,10,9,0,0,1,0.31,0.63,0.49,1012.65,10,184,1.68
6432,04-12-12,11:00,339,11,10,0,0,2,0.62,1.04,0.46,1012.65,11,156,2.69
6433,04-12-12,12:00,339,12,11,377,489,12,0.47,2.67,0.51,1008.98,14,175,4.77
6434,04-12-12,13:00,339,13,12,0,0,11,0.4,4.67,0.57,1008.98,15,190,4.55
6435,04-12-12,14:00,339,14,13,436,659,17,0.41,6.76,0.66,1008.98,12,186,4.25
6436,04-12-12,15:00,339,15,14,0,4,11,0.57,7.25,0.72,1006.29,11,177,4.39
6437,04-12-12,16:00,339,16,15,0,0,11,0.43,7.78,0.77,1006.29,11,183,3.89
6438,04-12-12,17:00,339,17,16,0,0,11,0.38,8.24,0.79,1006.29,11,181,3.71
6439,04-12-12,18:00,339,18,17,0,0,11,0.57,8.81,0.81,1004.24,11,182,5.12
6440,04-12-12,19:00,339,19,18,26,46,12,0.38,8.77,0.82,1004.24,11,207,2.42
6441,04-12-12,20:00,339,20,19,197,291,8,0.38,9.48,0.88,1004.24,11,232,2.32
6442,05-12-12,2:00,340,2,1,2,5,7,0.31,7.34,0.83,1001.955,0,254,2.97
6443,05-12-12,3:00,340,3,2,193,287,9,0.31,6.65,0.8,999.67,0,232,2.31
6444,05-12-12,4:00,340,4,3,0,0,5,0.31,5.14,0.79,999.67,0,280,3.86
6445,05-12-12,5:00,340,5,4,24,62,10,0.31,5.08,0.8,999.67,0,286,4.36
6446,05-12-12,6:00,340,6,5,0,0,7,0.31,4.76,0.79,1000.13,0,258,5.35
6447,05-12-12,7:00,340,7,6,0,0,5,0.31,4.42,0.75,1000.13,0,288,6.24
6448,05-12-12,8:00,340,8,7,0,0,8,0.31,4.57,0.72,1000.13,0,288,5.76
6449,05-12-12,9:00,340,9,8,0,0,7,0.31,3.75,0.63,1001.75,0,290,6.48
6450,05-12-12,10:00,340,10,9,0,0,10,0.31,3.02,0.57,1001.75,13,302,7.17
6451,05-12-12,11:00,340,11,10,0,0,7,0.31,1.85,0.5,1001.75,13,298,6.45
6452,05-12-12,12:00,340,12,11,0,0,5,0.31,1.77,0.5,1001.97,13,315,6.25
6453,05-12-12,13:00,340,13,12,0,0,6,0.31,1.4,0.48,1001.97,12,308,5.5
6454,05-12-12,14:00,340,14,13,159,309,12,0.31,0.58,0.46,1001.97,10,311,4.17
6455,05-12-12,15:00,340,15,14,453,582,13,0.31,0.48,0.51,1002.49,7,319,2.59
6456,05-12-12,16:00,340,16,15,409,653,13,0.31,1.35,0.6,1002.49,10,306,3.82
6457,05-12-12,17:00,340,17,16,511,707,13,0.6,1.94,0.67,1002.49,6,247,1.79
6458,05-12-12,18:00,340,18,17,374,484,10,0.66,2.41,0.71,1002.5,7,251,1.65
6459,05-12-12,19:00,340,19,18,14,33,6,0.6,2.77,0.72,1002.5,7,251,2.52
6460,05-12-12,20:00,340,20,19,483,639,12,0.31,2.93,0.71,1002.5,7,260,2.61
6461,06-12-12,2:00,341,2,1,0,0,4,0.31,2.04,0.8,1002.755,0,286,6.09
6462,06-12-12,3:00,341,3,2,26,94,4,0.11,2.06,0.81,1003.01,0,273,4.06
6463,06-12-12,4:00,341,4,3,382,494,8,0.31,1.24,0.82,1003.01,0,290,4.4
6464,06-12-12,5:00,341,5,4,176,273,8,0.31,1.14,0.82,1003.01,0,295,5.11
6465,06-12-12,6:00,341,6,5,196,233,9,0.19,0.57,0.8,1004.1,0,288,5.37
6466,06-12-12,7:00,341,7,6,0,0,5,0.31,1.59,0.81,1004.1,0,278,4.81
6467,06-12-12,8:00,341,8,7,0,0,4,0.31,2.33,0.76,1004.1,0,286,5.87
6468,06-12-12,9:00,341,9,8,0,0,4,0.31,2.27,0.7,1005.5,0,297,5.17
6469,06-12-12,10:00,341,10,9,0,0,3,0.31,2.93,0.69,1005.5,8,317,3.88
6470,06-12-12,11:00,341,11,10,0,0,4,0.31,3.85,0.73,1005.5,9,315,6.27
6471,06-12-12,12:00,341,12,11,6,33,6,0.31,2.9,0.67,1004.91,9,304,5.91
6472,06-12-12,13:00,341,13,12,118,175,9,0.31,3.17,0.69,1004.91,9,312,5.14
6473,06-12-12,14:00,341,14,13,41,88,7,0.31,3.08,0.72,1004.91,11,295,6.17
6474,06-12-12,15:00,341,15,14,187,232,9,0.31,3.05,0.73,1005.67,11,315,4.4
6475,06-12-12,16:00,341,16,15,190,294,6,0.31,3.28,0.82,1005.67,10,284,3.81
6476,06-12-12,17:00,341,17,16,484,639,9,0.31,3.14,0.82,1005.67,9,303,3.85
6477,06-12-12,18:00,341,18,17,0,0,4,0.12,2.66,0.82,1007.67,9,301,4.48
6478,06-12-12,19:00,341,19,18,0,0,3,0.31,2.51,0.86,1007.67,8,295,2.96
6479,06-12-12,20:00,341,20,19,0,0,3,0.31,2.09,0.8,1007.67,4,285,3.93
6480,07-12-12,2:00,342,2,1,0,0,3,0.31,1.13,0.86,1009.5,0,289,5.24
6481,07-12-12,3:00,342,3,2,192,283,6,0.03,1.29,0.83,1011.33,0,291,3.98
6482,07-12-12,4:00,342,4,3,122,250,12,0.31,0.64,0.79,1011.33,0,297,5.4
6483,07-12-12,5:00,342,5,4,0,0,7,0.31,0.93,0.81,1011.33,0,287,3.64
6484,07-12-12,6:00,342,6,5,0,0,7,0.31,0.49,0.83,1012.56,0,301,3.08
6485,07-12-12,7:00,342,7,6,3,16,8,0.31,0.84,0.82,1012.56,0,284,3.67
6486,07-12-12,8:00,342,8,7,0,0,7,0.31,2.4,0.77,1012.56,0,293,3.27
6487,07-12-12,9:00,342,9,8,514,708,11,0.31,1.01,0.63,1013.64,0,289,3.67
6488,07-12-12,10:00,342,10,9,481,639,11,0.31,-0.16,0.53,1013.64,11,306,3.32
6489,07-12-12,11:00,342,11,10,502,709,13,0.31,-1.34,0.46,1013.64,13,298,2.74
6490,07-12-12,12:00,342,12,11,19,79,3,0.31,-3.97,0.37,1013.12,14,290,2.8
6491,07-12-12,13:00,342,13,12,0,0,2,0.31,-4.94,0.33,1013.12,12,292,1.88
6492,07-12-12,14:00,342,14,13,0,0,2,0.31,-5.01,0.32,1013.12,12,252,1.69
6493,07-12-12,15:00,342,15,14,0,0,3,0.49,-3.37,0.4,1012.55,8,195,1.34
6494,07-12-12,16:00,342,16,15,0,0,6,0.31,-0.63,0.55,1012.55,6,154,2.53
6495,07-12-12,17:00,342,17,16,445,620,14,0.31,0.25,0.61,1012.55,7,161,3.09
6496,07-12-12,18:00,342,18,17,371,479,9,0.38,1.29,0.68,1011.88,8,165,3.11
6497,07-12-12,19:00,342,19,18,301,472,12,0.31,2.62,0.71,1011.88,7,200,2.7
6498,07-12-12,20:00,342,20,19,0,0,8,0.49,2.91,0.73,1011.88,7,211,2.88
6499,08-12-12,2:00,343,2,1,109,160,9,0.66,4.37,0.71,1008.015,0,184,6.47
6500,08-12-12,3:00,343,3,2,0,0,2,0.7,4.8,0.72,1004.15,0,174,6.87
6501,08-12-12,4:00,343,4,3,0,0,2,0.43,5.02,0.65,1004.15,0,189,7.5
6502,08-12-12,5:00,343,5,4,0,0,9,0.59,5.81,0.81,1004.15,0,195,7.16
6503,08-12-12,6:00,343,6,5,0,1,8,0.7,7.29,0.82,1001.32,0,184,6.72
6504,08-12-12,7:00,343,7,6,6,21,7,0.56,7.71,0.84,1001.32,0,194,5.7
6505,08-12-12,8:00,343,8,7,32,60,9,0.56,7.73,0.84,1001.32,0,214,4.49
6506,08-12-12,9:00,343,9,8,81,113,8,0.84,7.99,0.89,1000.48,0,207,4.83
6507,08-12-12,10:00,343,10,9,9,21,9,0.62,7.59,0.92,1000.48,8,236,3.52
6508,08-12-12,11:00,343,11,10,15,28,8,0.7,7.09,0.88,1000.48,9,227,2.26
6509,08-12-12,12:00,343,12,11,4,11,5,0.79,6.35,0.86,998.56,9,272,2.25
6510,08-12-12,13:00,343,13,12,0,0,9,0.72,6.97,0.82,998.56,9,272,2.23
6511,08-12-12,14:00,343,14,13,0,0,9,0.71,6.82,0.87,998.56,11,285,4.69
6512,08-12-12,15:00,343,15,14,0,0,9,0.74,5.84,0.85,999.77,11,298,4.74
6513,08-12-12,16:00,343,16,15,0,0,4,0.42,4.56,0.85,999.77,10,299,3.55
6514,08-12-12,17:00,343,17,16,0,0,5,0.38,3.86,0.86,999.77,9,292,3.47
6515,08-12-12,18:00,343,18,17,18,32,7,0.38,3.28,0.86,1000.62,9,298,3.33
6516,08-12-12,19:00,343,19,18,32,59,9,0.31,3.13,0.87,1000.62,8,293,4
6517,08-12-12,20:00,343,20,19,0,0,4,0.31,2.81,0.89,1000.62,4,301,4.61
6518,09-12-12,2:00,344,2,1,0,0,4,0.31,1.64,0.86,1001.895,0,299,6.57
6519,09-12-12,3:00,344,3,2,0,0,5,0.64,1.95,0.86,1003.17,0,296,5.81
6520,09-12-12,4:00,344,4,3,116,143,5,0.31,2.48,0.89,1003.17,0,334,5.07
6521,09-12-12,5:00,344,5,4,0,0,5,0.35,2.24,0.84,1003.17,0,330,5.3
6522,09-12-12,6:00,344,6,5,0,0,3,0.6,2.75,0.9,1004.93,0,315,7.38
6523,09-12-12,7:00,344,7,6,0,0,3,0.5,1.2,0.75,1004.93,0,327,7.8
